number,name,imageUrl,rarity,attr_country,attr_team_code,attr_group,attr_type,attr_set,attr_year
ALG 1,Emblem,,,Algeria,ALG,J,Emblem,Official Sticker Collection,2026
ALG 2,Alexis Guendouz,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 3,Ramy Bensebaini,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 4,Youcef Atal,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 5,Rayan Aït-Nouri,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 6,Mohamed Amine Tougai,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 7,Aïssa Mandi,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 8,Ismael Bennacer,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 9,Houssem Aouar,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 10,Hicham Boudaoui,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 11,Ramiz Zerrouki,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 12,Nabil Bentaleb,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 13,Team Photo,,,Algeria,ALG,J,Team Photo,Official Sticker Collection,2026
ALG 14,Farés Chaibi,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 15,Riyad Mahrez,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 16,Said Benrahma,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 17,Anis Hadj Moussa,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 18,Amine Gouiri,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 19,Baghdad Bounedjah,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
ALG 20,Mohammed Amoura,,,Algeria,ALG,J,Player,Official Sticker Collection,2026
AUT 1,Emblem,,,Austria,AUT,J,Emblem,Official Sticker Collection,2026
AUT 2,Alexander Schlager,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 3,Patrick Pentz,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 4,David Alaba,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 5,Kevin Danso,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 6,Philipp Lienhart,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 7,Stefan Posch,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 8,Phillipp Mwene,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 9,Alexander Prass,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 10,Xaver Schlager,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 11,Marcel Sabitzer,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 12,Konrad Laimer,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 13,Team Photo,,,Austria,AUT,J,Team Photo,Official Sticker Collection,2026
AUT 14,Florian Grillitsch,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 15,Nicolas Seiwald,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 16,Romano Schmid,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 17,Patrick Wimmer,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 18,Christoph Baumgartner,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 19,Michael Gregoritsch,,,Austria,AUT,J,Player,Official Sticker Collection,2026
AUT 20,Marko Arnautović,,,Austria,AUT,J,Player,Official Sticker Collection,2026
JOR 1,Emblem,,,Jordan,JOR,J,Emblem,Official Sticker Collection,2026
JOR 2,Yazeed Abulaila,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 3,Ihsan Haddad,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 4,Mohammad Abu Hashish,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 5,Yazan Al-Arab,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 6,Abdallah Nasib,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 7,Saleem Obaid,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 8,Mohammad Abualnadi,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 9,Ibrahim Saadeh,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 10,Nizar Al-Rashdan,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 11,Noor Al-Rawabdeh,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 12,Mohannad Abu Taha,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 13,Team Photo,,,Jordan,JOR,J,Team Photo,Official Sticker Collection,2026
JOR 14,Amer Jamous,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 15,Musa Al-Taamari,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 16,Yazan Al-Naimat,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 17,Mahmoud Al-Mardi,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 18,Ali Olwan,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 19,Mohammad Abu Zrayq,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
JOR 20,Ibrahim Sabra,,,Jordan,JOR,J,Player,Official Sticker Collection,2026
POR 1,Emblem,,,Portugal,POR,K,Emblem,Official Sticker Collection,2026
POR 2,Diogo Costa,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 3,José Sá,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 4,Ruben Dias,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 5,João Cancelo,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 6,Diogo Dalot,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 7,Nuno Mendes,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 8,Gonçalo Inácio,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 9,Bernardo Silva,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 10,Bruno Fernandes,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 11,Ruben Neves,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 12,Vitinha,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 13,Team Photo,,,Portugal,POR,K,Team Photo,Official Sticker Collection,2026
POR 14,João Neves,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 15,Cristiano Ronaldo,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 16,Francisco Trincao,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 17,João Felix,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 18,Gonçalo Ramos,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 19,Pedro Neto,,,Portugal,POR,K,Player,Official Sticker Collection,2026
POR 20,Rafael Leão,,,Portugal,POR,K,Player,Official Sticker Collection,2026
COD 1,Emblem,,,Congo DR,COD,K,Emblem,Official Sticker Collection,2026
COD 2,Lionel Mpasi-Nzau,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 3,Aaron Wan-Bissaka,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 4,Axel Tuanzebe,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 5,Arthur Masuaku,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 6,Chancel Mbemba,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 7,Joris Kayembe,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 8,Charles Pickel,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 9,Ngal'ayel Mukau,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 10,Edo Kayembe,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 11,Samuel Moutoussamy,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 12,Noah Sadiki,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 13,Team Photo,,,Congo DR,COD,K,Team Photo,Official Sticker Collection,2026
COD 14,Théo Bongonda,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 15,Meschak Elia,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 16,Yoane Wissa,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 17,Brian Cipenga,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 18,Fiston Mayele,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 19,Cédric Bakambu,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
COD 20,Nathanaël Mbuku,,,Congo DR,COD,K,Player,Official Sticker Collection,2026
UZB 1,Emblem,,,Uzbekistan,UZB,K,Emblem,Official Sticker Collection,2026
UZB 2,Utkir Yusupov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 3,Farrukh Savfiev,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 4,Sherzod Nasrullaev,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 5,Umar Eshmurodov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 6,Husniddin Aliqulov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 7,Rustamjon Ashurmatov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 8,Khojiakbar Alijonov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 9,Abdukodir Khusanov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 10,Odiljon Hamrobekov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 11,Otabek Shukurov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 12,Jamshid Iskanderov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 13,Team Photo,,,Uzbekistan,UZB,K,Team Photo,Official Sticker Collection,2026
UZB 14,Azizbek Turgunboev,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 15,Khojimat Erkinov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 16,Eldor Shomurodov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 17,Oston Urunov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 18,Jaloliddin Masharipov,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 19,Igor Sergeev,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
UZB 20,Abbosbek Fayzullaev,,,Uzbekistan,UZB,K,Player,Official Sticker Collection,2026
COL 1,Emblem,,,Colombia,COL,K,Emblem,Official Sticker Collection,2026
COL 2,Camilo Vargas,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 3,David Ospina,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 4,Dávinson Sánchez,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 5,Yerry Mina,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 6,Daniel Munoz,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 7,Johan Mojica,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 8,Jhon Lucumí,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 9,Santiago Arias,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 10,Jefferson Lerma,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 11,Kevin Castaño,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 12,Richard Rios,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 13,Team Photo,,,Colombia,COL,K,Team Photo,Official Sticker Collection,2026
COL 14,James Rodriguez,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 15,Juan Fernando Quintero,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 16,Jorge Carrascal,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 17,Jhon Arias,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 18,Jhon Cordova,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 19,Luis Suarez,,,Colombia,COL,K,Player,Official Sticker Collection,2026
COL 20,Luis Diaz,,,Colombia,COL,K,Player,Official Sticker Collection,2026
ENG 1,Emblem,,,England,ENG,L,Emblem,Official Sticker Collection,2026
ENG 2,Jordan Pickford,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 3,John Stones,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 4,Marc Guéhi,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 5,Ezri Konsa,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 6,Trent Alexander-Arnold,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 7,Reece James,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 8,Dan Burn,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 9,Jordan Henderson,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 10,Declan Rice,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 11,Jude Bellingham,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 12,Cole Palmer,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 13,Team Photo,,,England,ENG,L,Team Photo,Official Sticker Collection,2026
ENG 14,Morgan Rogers,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 15,Anthony Gordon,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 16,Phil Foden,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 17,Bukayo Saka,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 18,Harry Kane,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 19,Marcus Rashford,,,England,ENG,L,Player,Official Sticker Collection,2026
ENG 20,Ollie Watkins,,,England,ENG,L,Player,Official Sticker Collection,2026
CRO 1,Emblem,,,Croatia,CRO,L,Emblem,Official Sticker Collection,2026
CRO 2,Dominik Livaković,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 3,Duje Caleta-Car,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 4,Josko Gvardiol,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 5,Josip Stanišić,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 6,Luka Vušković,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 7,Josip Sutalo,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 8,Kristijan Jakic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 9,Luka Modrić,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 10,Mateo Kovacic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 11,Martin Baturina,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 12,Lovro Majer,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 13,Team Photo,,,Croatia,CRO,L,Team Photo,Official Sticker Collection,2026
CRO 14,Mario Pasalic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 15,Petar Sucic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 16,Ivan Perišić,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 17,Marco Pasalic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 18,Ante Budimir,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 19,Andrej Kramarić,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
CRO 20,Franjo Ivanovic,,,Croatia,CRO,L,Player,Official Sticker Collection,2026
GHA 1,Emblem,,,Ghana,GHA,L,Emblem,Official Sticker Collection,2026
GHA 2,Lawrence Ati Zigi,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 3,Tariq Lamptey,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 4,Mohammed Salisu,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 5,Alidu Seidu,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 6,Alexander Djiku,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 7,Gideon Mensah,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 8,Caleb Yirenkyi,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 9,Abdul Issahaku Fatawu,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 10,Thomas Partey,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 11,Salis Abdul Samed,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 12,Kamaldeen Sulemana,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 13,Team Photo,,,Ghana,GHA,L,Team Photo,Official Sticker Collection,2026
GHA 14,Mohammed Kudus,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 15,Inaki Williams,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 16,Jordan Ayew,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 17,André Ayew,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 18,Joseph Paintsil,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 19,Osman Bukari,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
GHA 20,Antoine Semenyo,,,Ghana,GHA,L,Player,Official Sticker Collection,2026
PAN 1,Emblem,,,Panama,PAN,L,Emblem,Official Sticker Collection,2026
PAN 2,Orlando Mosquera,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 3,Luis Mejia,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 4,Fidel Escobar,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 5,Andres Andrade,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 6,Michael Amir Murillo,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 7,Eric Davis,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 8,Jose Cordoba,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 9,Cesar Blackman,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 10,Cristian Martinez,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 11,Aníbal Godoy,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 12,Adalberto Carrasquilla,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 13,Team Photo,,,Panama,PAN,L,Team Photo,Official Sticker Collection,2026
PAN 14,Édgar Bárcenas,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 15,Carlos Harvey,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 16,Ismael Díaz,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 17,Jose Fajardo,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 18,Cecilio Waterman,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 19,Jose Luiz Rodriguez,,,Panama,PAN,L,Player,Official Sticker Collection,2026
PAN 20,Alberto Quintero,,,Panama,PAN,L,Player,Official Sticker Collection,2026
FWC 9,Italy 1934,,,,FWC,,Special,Official Sticker Collection,2026
FWC 10,Uruguay 1950,,,,FWC,,Special,Official Sticker Collection,2026
FWC 11,West Germany 1954,,,,FWC,,Special,Official Sticker Collection,2026
FWC 12,Brazil 1962,,,,FWC,,Special,Official Sticker Collection,2026
FWC 13,West Germany 1974,,,,FWC,,Special,Official Sticker Collection,2026
FWC 14,Argentina 1986,,,,FWC,,Special,Official Sticker Collection,2026
FWC 15,Brazil 1994,,,,FWC,,Special,Official Sticker Collection,2026
FWC 16,Brazil 2002,,,,FWC,,Special,Official Sticker Collection,2026
FWC 17,Italy 2006,,,,FWC,,Special,Official Sticker Collection,2026
FWC 18,Germany 2014,,,,FWC,,Special,Official Sticker Collection,2026
FWC 19,Argentina 2022,,,,FWC,,Special,Official Sticker Collection,2026
